model_code,model_name,capacity_kw,form,list_price,sale_price,monthly_fee,buy_url,sub_url
SQ13GK1WAS,LG 휘센 벽걸이에어컨,5.2,벽걸이,1698000,1530000,34900,https://www.lge.co.kr/air-conditioners/sq13gk1was-akor,https://www.lge.co.kr/care-solutions/air-conditioners/sq13gk1was-akor?subscCategoryKeyId=253081
SW13GK1WAS,LG 휘센 벽걸이에어컨,5.2,벽걸이,1954000,1760000,38900,https://www.lge.co.kr/air-conditioners/sw13gk1was-akor,https://www.lge.co.kr/care-solutions/air-conditioners/sw13gk1was-akor?subscCategoryKeyId=252931
SQ16EK1WAS,LG 휘센 벽걸이에어컨,6.5,벽걸이,2030000,1720000,37900,https://www.lge.co.kr/air-conditioners/sq16ek1was-akor,https://www.lge.co.kr/care-solutions/air-conditioners/sq16ek1was-akor?subscCategoryKeyId=238904
SQ16GK1WAS,LG 휘센 벽걸이에어컨,6.5,벽걸이,1920000,1730000,37900,https://www.lge.co.kr/air-conditioners/sq16gk1was-akor,https://www.lge.co.kr/care-solutions/air-conditioners/sq16gk1was-akor?subscCategoryKeyId=253093
SW16FK1WBS,LG 휘센 벽걸이에어컨,6.5,벽걸이,2343000,2110000,44900,https://www.lge.co.kr/air-conditioners/sw16fk1wbs-akor,https://www.lge.co.kr/care-solutions/air-conditioners/sw16fk1wbs-akor?subscCategoryKeyId=253085
FW16HDWWA1,LG 휘센 타워에어컨,6.5,스탠드,2775000,2500000,54900,https://www.lge.co.kr/air-conditioners/fw16hdwwa1,https://www.lge.co.kr/care-solutions/air-conditioners/fw16hdwwa1?subscCategoryKeyId=230192
FW16FC1EU2,LG 휘센 타워에어컨,6.5,스탠드,3719000,3350000,72900,https://www.lge.co.kr/air-conditioners/fw16fc1eu2,https://www.lge.co.kr/care-solutions/air-conditioners/fw16fc1eu2?subscCategoryKeyId=251211
FQ17GC1ED1,LG 휘센 타워에어컨,7.0,스탠드,2105000,1630000,42900,https://www.lge.co.kr/air-conditioners/fq17gc1ed1,https://www.lge.co.kr/care-solutions/air-conditioners/fq17gc1ed1?subscCategoryKeyId=253094
FQ17GC1EX1,LG 휘센 타워에어컨,7.0,스탠드,2216000,1700000,44900,https://www.lge.co.kr/air-conditioners/fq17gc1ex1,https://www.lge.co.kr/care-solutions/air-conditioners/fq17gc1ex1?subscCategoryKeyId=253096
FQ17GU1ED1,LG 휘센 타워에어컨,7.0,스탠드,2494000,1840000,44900,https://www.lge.co.kr/air-conditioners/fq17gu1ed1,https://www.lge.co.kr/care-solutions/air-conditioners/fq17gu1ed1?subscCategoryKeyId=253061
FQ17GC1ED2,LG 휘센 타워에어컨,7.0,스탠드,2664000,2030000,54900,https://www.lge.co.kr/air-conditioners/fq17gc1ed2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17gc1ed2?subscCategoryKeyId=253095
FQ17GU2ED1,LG 휘센 타워에어컨,7.0,스탠드,2660000,2030000,53900,https://www.lge.co.kr/air-conditioners/fq17gu2ed1,https://www.lge.co.kr/care-solutions/air-conditioners/fq17gu2ed1?subscCategoryKeyId=253052
FQ17EU1ED1,LG 휘센 타워에어컨,7.0,스탠드,2475000,2231000,,https://www.lge.co.kr/air-conditioners/fq17eu1ed1,https://www.lge.co.kr/care-solutions/air-conditioners/fq17eu1ed1?subscCategoryKeyId=239536
FQ17GU1ED2,LG 휘센 타워에어컨,7.0,스탠드,3053000,2249000,56900,https://www.lge.co.kr/air-conditioners/fq17gu1ed2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17gu1ed2?subscCategoryKeyId=253062
FQ17GC3ED2,LG 휘센 타워에어컨,7.0,스탠드,2886000,2450000,58900,https://www.lge.co.kr/air-conditioners/fq17gc3ed2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17gc3ed2?subscCategoryKeyId=252773
FQ17GU2ED2,LG 휘센 타워에어컨,7.0,스탠드,3219000,2450000,68900,https://www.lge.co.kr/air-conditioners/fq17gu2ed2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17gu2ed2?subscCategoryKeyId=253053
FQ17FC1EX2,LG 휘센 타워에어컨,7.0,스탠드,2773000,2450000,,https://www.lge.co.kr/air-conditioners/fq17fc1ex2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17fc1ex2?subscCategoryKeyId=245570
FQ17GC4ED2,LG 휘센 타워에어컨,7.0,스탠드,2997000,2550000,68900,https://www.lge.co.kr/air-conditioners/fq17gc4ed2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17gc4ed2?subscCategoryKeyId=252777
FQ17FU1ED2,LG 휘센 타워에어컨,7.0,스탠드,2942000,2650000,,https://www.lge.co.kr/air-conditioners/fq17fu1ed2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17fu1ed2?subscCategoryKeyId=251040
FQ17FU1EX2,LG 휘센 타워에어컨,7.0,스탠드,3042000,2750000,,https://www.lge.co.kr/air-conditioners/fq17fu1ex2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17fu1ex2?subscCategoryKeyId=249434
FQ17FU2ED2,LG 휘센 타워에어컨,7.0,스탠드,3108000,2800000,,https://www.lge.co.kr/air-conditioners/fq17fu2ed2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17fu2ed2?subscCategoryKeyId=245195
FQ17FU2BM2,LG 휘센 타워에어컨,7.0,스탠드,3108000,2800000,,https://www.lge.co.kr/air-conditioners/fq17fu2bm2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17fu2bm2?subscCategoryKeyId=246036
FQ17FU2EN2,LG 휘센 타워에어컨,7.0,스탠드,3108000,2800000,,https://www.lge.co.kr/air-conditioners/fq17fu2en2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17fu2en2?subscCategoryKeyId=245606
FQ17ET1BC2,LG 휘센 타워에어컨,7.0,스탠드,3497000,3150000,,https://www.lge.co.kr/air-conditioners/fq17et1bc2-bkor,https://www.lge.co.kr/care-solutions/air-conditioners/fq17et1bc2-bkor?subscCategoryKeyId=239491
FQ17ET1BC2,LG 휘센 타워에어컨,7.0,스탠드,3497000,3150000,,https://www.lge.co.kr/air-conditioners/fq17et1bc2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17et1bc2-bkor?subscCategoryKeyId=239491
FQ17GV3EN2,LG 휘센 타워에어컨,7.0,스탠드,3719000,3250000,64900,https://www.lge.co.kr/air-conditioners/fq17gv3en2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17gv3en2?subscCategoryKeyId=254020
FQ17GV3ED2,LG 휘센 타워에어컨,7.0,스탠드,3719000,3350000,,https://www.lge.co.kr/air-conditioners/fq17gv3ed2,https://www.lge.co.kr/care-solutions/air-conditioners/fq17gv3ed2?subscCategoryKeyId=252781
